Area,SalePrice,Zoning,LotArea,Neighborhood,OverallQuality,OverallCondition,YearBuilt,YearRemodAdd,ExteriorQuality,ExteriorCondition,FullBath,HalfBath,Bedrooms,KitchenQuality,TotalRooms,MonthSold,YearSold
1740,219500,RL,13125,Crawford,7,6,1940,1984,3,3,1,1,3,3,6,7,2007
2259,217000,RL,21000,Crawford,6,5,1953,1953,3,4,2,0,3,4,7,10,2007
1560,201000,RL,25485,Crawford,6,4,1960,1960,3,2,1,1,3,3,6,5,2007
1488,215000,RL,21579,Crawford,6,6,1968,1968,3,3,2,0,3,3,7,9,2007
1045,123900,RM,1782,Bluestem,6,6,1980,1980,3,4,1,0,2,3,5,12,2007
1680,170000,RL,17871,Crawford,4,5,1995,1996,3,3,2,0,4,4,7,6,2007
1020,200000,RM,3907,Bluestem,8,5,1988,1988,3,3,1,0,1,3,4,3,2007
1696,198000,RL,20693,Crawford,7,5,1971,1971,3,3,2,0,3,3,7,2,2007
2515,200624,RL,32668,Crawford,6,3,1957,1975,4,3,3,0,4,3,9,3,2007
2726,315000,RL,18044,Crawford,8,5,1986,1986,4,3,2,1,2,4,6,8,2007
1517,115000,RM,8500,Iowa DOT and Rail Road,5,7,1919,2005,3,3,2,0,3,2,7,8,2007
1215,141000,RM,7000,Iowa DOT and Rail Road,6,7,1940,1950,3,3,1,0,3,4,6,5,2007
803,87000,RM,5000,Iowa DOT and Rail Road,5,6,1941,1950,3,3,1,0,2,3,5,12,2007
1601,129850,RM,7288,Iowa DOT and Rail Road,5,7,1925,2003,4,4,2,0,3,3,6,9,2007
1123,100000,RM,6060,Iowa DOT and Rail Road,4,5,1939,1950,3,3,1,0,3,3,4,6,2007
1828,150909,RM,9060,Iowa DOT and Rail Road,5,6,1923,1999,3,3,2,0,3,4,6,3,2007
816,75200,RM,3672,Iowa DOT and Rail Road,5,7,1922,1950,3,3,1,0,2,3,5,9,2007
1012,118400,RM,8263,Iowa DOT and Rail Road,6,5,1920,1950,3,3,1,0,2,3,6,5,2007
1077,67000,RM,8967,Iowa DOT and Rail Road,5,2,1920,1950,3,2,1,0,2,3,6,11,2007
1558,152000,RM,13710,Iowa DOT and Rail Road,5,5,1950,1950,3,3,1,1,4,3,6,6,2007
845,68104,RM,11067,Iowa DOT and Rail Road,2,4,1939,1950,3,3,1,0,1,3,4,3,2007
1625,375000,RM,5568,Crawford,8,5,2006,2007,4,3,2,0,2,4,5,10,2007
1625,235000,RM,4750,Crawford,8,5,2006,2007,4,3,2,0,2,4,5,12,2007
1299,183500,RL,12150,Mitchell,6,6,1979,1979,3,3,2,0,2,4,5,1,2007
912,156000,RL,7540,Mitchell,6,6,1978,1978,3,3,1,0,2,3,5,6,2007
1080,134000,RL,9187,Mitchell,6,5,1983,1983,3,4,1,1,3,3,5,6,2007
1392,215000,RL,10000,Mitchell,5,5,2002,2002,4,3,2,0,3,4,6,12,2007
1409,245000,RL,12864,Mitchell,7,5,2002,2002,4,3,1,1,1,4,4,7,2007
1478,210000,RL,9928,Mitchell,7,5,1991,1992,3,3,2,0,3,3,6,5,2007
918,148000,RL,8750,Mitchell,7,6,1975,1975,3,3,1,0,3,3,4,3,2007
1026,143000,RL,8410,Mitchell,6,6,1974,1974,3,3,1,0,2,3,5,4,2007
1501,244000,RL,4054,Timberland,7,6,1987,1987,4,3,2,0,2,4,5,10,2007
1502,330000,RM,9763,Green Hills,7,5,1998,1998,4,3,1,1,1,4,5,9,2007
1328,170000,RL,16905,Timberland,5,6,1959,1959,3,4,1,1,2,3,5,7,2007
2279,257000,RL,19958,Timberland,6,8,1958,1995,3,4,2,1,4,4,7,7,2007
1689,231713,RL,8368,Timberland,7,5,2006,2007,4,3,2,0,3,4,7,4,2007
1564,267300,RL,8298,Timberland,8,5,2006,2007,4,3,2,0,2,5,6,9,2007
1484,265900,RL,9037,Timberland,8,5,2006,2006,4,3,2,0,2,5,6,12,2007
1571,239000,RL,10991,Timberland,8,5,2007,2007,4,3,2,0,3,4,7,12,2007
1646,248900,RL,10656,Timberland,8,5,2006,2007,4,3,2,0,3,4,6,11,2007
1240,174000,RL,10331,Timberland,7,7,1985,1985,3,3,2,0,3,4,6,7,2007
1717,187500,RL,13758,Timberland,7,5,1990,1991,4,4,2,1,3,4,7,4,2007
1756,204000,RL,9303,Timberland,6,5,1996,1997,4,3,2,1,3,3,7,7,2007
1312,180500,RL,6718,Timberland,8,5,2001,2001,4,3,2,0,2,4,5,1,2007
1146,187500,RL,9590,Timberland,7,5,2003,2003,4,3,2,0,3,4,6,5,2007
1922,282000,RL,11305,Timberland,8,5,2002,2002,4,3,2,0,2,4,6,4,2007
1491,178000,RL,7777,Timberland,6,5,1996,1996,4,3,2,0,3,3,7,11,2007
1629,270000,RL,14536,Timberland,8,5,2002,2003,4,3,2,0,3,4,9,11,2007
2486,279900,RL,11800,Timberland,7,5,2003,2004,4,3,3,1,5,4,10,7,2007
1572,186700,RL,35133,Timberland,5,4,1963,1963,3,3,1,1,3,3,5,5,2007
1776,283463,RL,15306,Timberland,8,5,2006,2007,4,3,2,0,3,4,7,5,2007
1824,392000,RL,12633,Timberland,10,5,2006,2007,5,3,2,0,3,5,8,9,2007
2482,281213,RL,12665,Timberland,8,5,2005,2006,4,3,2,1,4,4,9,2,2007
1120,147000,RL,8402,Mitchell,5,5,2007,2007,3,3,1,0,3,3,6,12,2007
2034,130000,RL,43500,Mitchell,3,5,1953,1953,3,3,1,0,2,3,9,6,2007
936,140000,RM,6710,Mitchell,6,5,1996,1997,3,3,0,1,0,3,3,6,2007
1040,132250,RL,25286,Mitchell,4,5,1963,1963,3,3,1,0,3,3,5,1,2007
1632,143000,RL,25000,Mitchell,5,4,1967,1967,3,3,2,0,4,3,8,6,2007
1622,168000,RL,32463,Mitchell,4,4,1961,1975,3,4,1,0,3,3,7,3,2007
1060,129900,RM,4224,Meadow Village,5,7,1976,1976,3,3,1,0,3,3,6,6,2007
1142,134000,RM,4224,Meadow Village,5,5,1976,1976,3,3,1,1,3,3,6,8,2007
1092,85500,RM,1504,Meadow Village,4,4,1972,1972,3,3,1,1,3,3,5,5,2007
992,106500,RM,1533,Meadow Village,4,5,1970,1970,3,3,1,0,2,3,4,7,2007
1092,93900,RM,1495,Meadow Village,4,6,1970,1970,3,3,1,1,3,3,5,5,2007
1092,75000,RM,2001,Meadow Village,4,5,1970,1970,3,3,1,1,3,3,6,1,2007
630,84500,RM,1936,Meadow Village,4,6,1970,1970,3,3,1,0,1,3,3,12,2007
1092,75190,RM,1890,Meadow Village,4,3,1976,1976,3,3,1,1,3,3,6,4,2007
1062,146800,RL,11333,Mitchell,6,5,1976,1976,3,3,1,0,3,3,5,5,2007
1008,153500,RL,9129,Mitchell,5,5,1977,1977,3,3,1,0,1,4,4,7,2007
1356,188000,RL,15957,Mitchell,6,6,1977,1977,3,3,2,0,3,3,6,9,2007
1676,196000,RL,33983,Mitchell,5,6,1977,1994,3,2,1,1,3,4,6,5,2007
1432,157000,RL,8286,Mitchell,5,7,1977,1977,3,3,1,1,3,3,6,6,2007
796,138000,RL,6723,Mitchell,5,7,1971,1971,3,3,1,0,2,3,5,9,2007
768,129500,RL,7244,Mitchell,5,7,1970,1970,3,4,1,0,2,3,5,4,2007
1608,80000,RL,27697,Mitchell,4,3,1961,1961,3,3,1,0,3,3,6,11,2007
845,129500,RL,7599,Mitchell,4,6,1982,2006,3,3,1,0,2,3,4,6,2007
1178,135000,RL,11000,Mitchell,5,6,1976,2003,3,3,1,1,3,3,6,6,2007
816,124500,RL,8314,Mitchell,5,7,1982,1982,3,3,1,0,2,3,5,6,2007
816,139000,RL,11625,Mitchell,5,7,1983,1983,3,3,1,0,2,3,4,5,2007
974,93500,RL,10712,Mitchell,5,5,1991,1992,3,3,1,0,3,3,5,9,2007
887,124500,RL,10447,Mitchell,5,6,1984,1984,3,3,1,0,3,3,5,12,2007
1293,149900,RL,11027,Northwest Ames,6,5,1954,1954,3,3,2,0,2,3,5,5,2006
1024,157500,RL,10533,Northwest Ames,6,6,1956,1956,3,4,1,0,2,4,5,8,2006
1797,169000,RL,11765,Northwest Ames,5,5,1957,1957,3,3,1,1,3,3,7,6,2006
1390,252000,RL,39384,Northwest Ames,6,6,1957,1957,3,3,1,1,1,5,4,10,2006
1851,192100,RL,11727,Northwest Ames,7,6,1969,1969,3,4,2,0,3,3,8,3,2006
1525,183500,RL,8238,Gilbert,6,5,1997,1998,3,3,2,1,3,3,6,5,2006
2236,222000,RL,13006,Gilbert,7,5,1997,1997,3,3,2,1,4,4,8,11,2006
1671,170000,RL,13041,Gilbert,6,5,1995,1995,3,3,2,1,3,3,7,2,2006
1498,187500,RL,13031,Gilbert,6,5,1995,1996,3,3,2,1,3,3,6,7,2006
1776,202000,RL,9783,Gilbert,6,5,1996,1996,3,3,2,1,3,3,7,5,2006
1511,185000,RL,11207,Gilbert,6,5,1997,1997,3,3,2,1,3,3,8,6,2006
2462,320000,RL,19378,Gilbert,7,5,2005,2006,4,3,2,1,4,4,9,3,2006
1670,240000,RL,14859,Gilbert,7,5,2006,2006,4,3,2,0,3,4,7,8,2006
2064,250000,RL,13128,Gilbert,8,5,2005,2005,4,3,2,1,4,4,7,1,2006
1801,239900,RL,10463,Gilbert,8,5,2005,2005,4,3,2,1,3,4,8,6,2006
2212,309000,RL,13751,Gilbert,7,5,2005,2006,4,3,2,1,3,4,9,5,2006
2021,274725,RL,23257,Gilbert,7,5,2006,2006,4,3,2,1,3,4,9,9,2006
2687,270000,RL,13108,Stone Brook,8,5,1994,1994,4,3,2,1,4,4,9,12,2006
1169,183500,RL,8076,Gilbert,6,6,1993,1994,3,3,2,0,3,3,6,7,2006
1501,165600,RL,7685,Gilbert,6,5,1993,1994,3,3,2,1,3,4,6,5,2006
1632,176500,RL,9084,Gilbert,7,5,1998,1998,3,3,2,1,3,3,8,6,2006
1204,130000,RL,3701,Stone Brook,8,5,1987,1987,3,3,2,0,2,3,5,8,2006
1767,239000,RL,5306,Stone Brook,7,7,1987,1987,4,4,2,0,2,4,5,6,2006
1742,275000,RL,6563,Stone Brook,8,5,1985,1985,4,3,2,0,2,4,5,12,2006
2798,457347,RL,16023,Stone Brook,9,5,2005,2006,4,5,3,1,3,5,11,3,2006
3390,545224,RL,18062,Stone Brook,10,5,2006,2006,5,3,3,1,5,5,10,9,2006
2473,356383,RL,12292,Stone Brook,9,5,2006,2006,4,3,2,1,4,4,11,7,2006
2868,556581,RL,16056,Stone Brook,9,5,2005,2006,4,3,3,1,4,5,11,7,2006
2576,361919,RL,12438,Stone Brook,8,5,2006,2006,5,3,2,1,4,5,10,7,2006
2698,535000,RL,16052,Stone Brook,10,5,2006,2006,5,3,2,1,4,5,11,7,2006
2795,401179,RL,15922,Stone Brook,9,5,2005,2006,4,3,3,1,4,5,10,1,2006
2945,438780,RL,13682,Stone Brook,10,5,2006,2006,5,3,3,1,3,4,10,10,2006
2320,169000,RL,14762,Gilbert,5,6,1948,1950,3,3,2,0,2,3,7,5,2006
1056,145000,RL,34650,Gilbert,5,5,1955,1955,3,3,1,0,3,3,5,1,2006
1714,318000,RL,8147,Stone Brook,9,5,2005,2005,4,3,2,0,2,4,7,8,2006
1826,319000,RL,11302,Stone Brook,8,5,2005,2006,4,3,2,0,3,4,7,8,2006
2000,470000,RL,18261,Stone Brook,9,5,2005,2005,5,3,2,1,3,5,8,9,2006
1621,202500,RL,14145,Northwest Ames,7,7,1984,1998,4,3,2,0,3,4,8,5,2006
2183,229000,RL,13837,Northwest Ames,7,5,1988,1988,4,4,2,1,4,4,9,2,2006
2263,235000,RL,16659,Northwest Ames,7,7,1977,1994,3,3,2,1,3,4,9,3,2006
1574,190000,RL,18800,Northwest Ames,6,5,1976,1976,3,3,2,1,3,3,6,7,2006
1102,169000,RL,10464,Northwest Ames,6,6,1980,1980,3,3,1,0,2,3,5,6,2006
1872,241500,RL,10400,Northwest Ames,7,5,1988,1988,3,3,2,0,3,3,6,6,2006
1857,188900,RL,10530,Northwest Ames,7,5,1978,1978,3,3,2,1,4,3,8,7,2006
1686,207500,RL,10240,Northwest Ames,6,6,1980,1980,3,4,2,0,3,3,7,5,2006
2784,250000,RL,16692,Northwest Ames,7,5,1978,1978,3,3,3,1,5,4,12,7,2006
1552,179900,RL,11475,Northwest Ames,6,6,1975,1975,3,3,2,1,3,3,6,2,2006
1083,172000,RL,9927,Northwest Ames,7,5,1976,1976,4,3,1,0,2,3,5,7,2006
1875,184500,RL,10530,Northwest Ames,6,6,1975,2000,3,3,3,0,3,4,8,6,2006
1074,153500,RL,10140,Northwest Ames,5,6,1975,1975,3,3,1,1,3,3,6,7,2006
1664,162900,RL,10140,Northwest Ames,7,5,1976,1976,3,3,2,1,4,3,8,3,2006
1309,181000,RL,10140,Northwest Ames,6,6,1974,1999,3,3,1,1,3,4,5,1,2006
1103,155000,RL,10000,Northwest Ames,6,6,1974,1974,3,3,2,0,3,3,6,6,2006
1096,138800,RL,15870,Northwest Ames,5,5,1969,1969,3,3,1,0,3,3,6,3,2006
864,116050,RL,9353,Northwest Ames,4,5,1970,1970,3,3,1,0,3,3,5,7,2006
858,88000,RL,8125,Northwest Ames,4,4,1971,1971,3,3,1,0,3,3,5,6,2006
874,97500,RL,7200,Northwest Ames,4,4,1971,1971,3,3,1,0,3,3,5,3,2006
1419,190000,RH,8773,Northwest Ames,6,5,2002,2002,4,3,2,0,2,4,4,9,2006
1092,105500,RM,2760,Briardale,6,5,1973,1973,3,3,1,1,3,3,6,12,2006
1365,125500,RM,2160,Briardale,5,6,1973,1973,3,3,1,1,3,4,7,6,2006
987,83000,RM,1953,Briardale,6,5,1973,1973,3,3,1,1,2,3,5,6,2006
1030,116000,RM,1890,Briardale,6,7,1972,1972,3,3,1,1,3,3,6,7,2006
1218,91500,RM,1680,Briardale,6,5,1971,1971,3,3,1,1,3,3,7,4,2006
1218,118000,RM,1680,Briardale,6,7,1972,1972,3,3,1,1,3,3,7,5,2006
948,89000,RM,1680,Briardale,6,5,1972,1972,3,3,1,1,2,3,5,7,2006
1092,108000,RM,1680,Briardale,6,5,1972,1972,3,3,1,1,3,3,6,10,2006
987,94500,RM,1680,Briardale,6,5,1972,1972,3,3,1,1,2,3,5,6,2006
1069,146300,RL,4043,Northpark Villa,6,5,1975,1975,3,3,2,0,2,3,4,7,2006
1387,145000,RL,7514,Northwest Ames,5,7,1967,1975,3,3,1,0,3,3,6,9,2006
900,123000,RL,7838,Northwest Ames,5,5,1967,1967,3,3,1,0,3,3,6,12,2006
1055,137500,RL,2280,Northpark Villa,7,7,1976,1976,3,3,2,0,2,3,4,4,2006
1456,144000,RL,2179,Northpark Villa,6,5,1976,1976,3,3,2,1,3,3,6,7,2006
1980,315000,RL,16737,Northridge Heights,9,5,2004,2005,4,3,2,0,3,5,8,9,2006
2589,412083,RL,16387,Northridge Heights,9,5,2006,2006,4,3,2,1,4,5,11,8,2006
2596,342643,RL,16259,Northridge Heights,9,5,2006,2006,3,3,3,1,4,4,9,9,2006
1618,252000,RL,16163,Northridge Heights,8,5,2004,2004,4,3,2,0,2,4,6,7,2006
2076,465000,RL,13891,Northridge Heights,10,5,2006,2006,5,3,2,1,2,5,7,9,2006
1740,293000,RL,12228,Northridge Heights,7,5,2006,2006,4,3,2,0,4,4,8,9,2006
1868,415000,RL,14780,Northridge Heights,9,5,2005,2005,5,3,2,0,2,5,7,6,2006
1850,326000,RL,16033,Northridge Heights,9,5,2004,2005,4,3,2,0,3,4,8,3,2006
2376,325300,RL,14215,Northridge Heights,8,5,2005,2006,4,3,3,1,4,4,9,11,2006
2452,309000,RL,13418,Northridge Heights,8,5,2004,2005,4,3,3,1,4,4,9,9,2006
2206,300000,RL,13975,Northridge Heights,9,5,2005,2006,4,3,2,1,4,5,10,8,2006
2098,275500,RL,10240,Northridge Heights,8,5,2005,2005,4,3,2,1,3,5,8,3,2006
2091,338500,RL,9942,Northridge Heights,9,5,2005,2006,5,3,2,1,3,5,8,5,2006
2324,345000,RL,11924,Northridge Heights,9,5,2005,2006,5,3,3,0,4,5,11,7,2006
2253,344133,RL,12867,Northridge Heights,8,5,2005,2006,4,3,2,1,3,5,8,7,2006
2389,298236,RL,10672,Northridge Heights,8,5,2006,2006,4,3,2,1,4,4,10,11,2006
2358,329900,RL,11643,Northridge Heights,8,5,2005,2006,4,3,2,1,4,5,10,8,2006
1944,360000,RL,12378,Northridge Heights,9,5,2003,2004,4,3,2,0,3,5,8,11,2006
1970,281000,RL,11065,Northridge Heights,8,5,2006,2006,4,3,2,1,3,5,8,10,2006
1792,372397,RL,13758,Northridge Heights,9,5,2005,2006,5,3,2,0,2,4,6,3,2006
1780,378000,RL,14828,Northridge Heights,9,5,2004,2005,5,3,2,0,2,5,7,8,2006
1792,374000,RL,11846,Northridge Heights,9,5,2003,2004,4,3,2,0,2,5,6,8,2006
2728,437154,RL,20431,Northridge Heights,9,5,2005,2006,5,3,2,1,4,5,10,4,2006
1904,275000,RL,10927,Northridge Heights,8,5,2005,2005,4,3,2,1,3,5,8,6,2006
1914,279000,RL,13215,Northridge Heights,8,5,2004,2004,4,3,2,1,3,4,9,2,2006
1364,185850,RL,7052,Northridge Heights,7,5,2005,2005,4,3,2,0,2,4,6,6,2006
1565,282500,RL,5911,Northridge Heights,9,5,2005,2005,5,3,2,0,2,5,6,3,2006
1368,202500,RL,6955,Northridge Heights,7,5,2005,2006,4,3,2,0,2,4,6,9,2006
1368,202665,RL,6792,Northridge Heights,7,5,2005,2006,4,3,2,0,2,4,6,3,2006
1686,332200,RL,7740,Northridge Heights,9,5,2006,2006,4,3,2,0,1,5,6,6,2006
1666,310090,RL,6373,Northridge Heights,9,5,2006,2006,5,3,2,0,2,4,6,6,2006
1405,171750,RL,3136,Northridge Heights,7,5,2003,2003,4,3,2,0,2,4,6,3,2006
1316,169990,RL,10237,Gilbert,6,5,2005,2006,4,3,2,0,3,4,6,10,2006
1456,170440,RL,10237,Gilbert,6,5,2005,2006,4,3,2,1,3,4,8,2,2006
1492,169985,RL,10237,Gilbert,7,5,2006,2006,4,3,2,1,3,4,8,9,2006
1496,179665,RL,17104,Gilbert,7,5,2006,2006,4,3,2,1,3,4,7,9,2006
1863,219210,RL,14054,Gilbert,7,5,2006,2006,4,3,2,1,4,4,9,11,2006
1326,174190,RL,11660,Gilbert,6,5,2006,2006,4,3,2,0,3,4,6,7,2006
1456,172785,RL,15578,Gilbert,6,5,2006,2006,4,3,2,1,3,3,8,5,2006
2373,258000,RL,11631,Gilbert,8,5,2004,2005,4,3,2,1,4,4,9,6,2006
1492,185101,RL,9073,Gilbert,7,5,2006,2006,4,3,2,1,3,4,8,10,2006
1364,210250,RL,3087,Bloomington Heights,7,5,2006,2006,4,3,2,0,2,4,6,11,2006
1557,234000,RL,3196,Bloomington Heights,7,5,2003,2004,4,3,2,0,2,4,7,10,2006
1456,215000,RL,3196,Bloomington Heights,8,5,2003,2003,4,3,2,0,2,4,7,5,2006
1511,246990,RL,2938,Bloomington Heights,7,5,2002,2002,4,3,2,0,2,4,5,5,2006
1414,178740,RM,3072,Bloomington Heights,7,5,2004,2004,4,3,2,0,2,4,6,5,2006
1548,225000,RM,3072,Bloomington Heights,7,5,2004,2004,4,3,2,0,2,4,7,9,2006
1248,167240,RL,3010,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,5,3,2006
1142,156820,RL,3010,Bloomington Heights,7,5,2005,2006,4,3,2,0,2,4,6,6,2006
1506,213490,RL,3013,Bloomington Heights,7,5,2005,2005,4,3,2,0,2,4,6,4,2006
1567,264561,RL,3982,Bloomington Heights,8,5,2006,2006,4,3,2,0,1,5,7,10,2006
1500,246578,RL,4045,Bloomington Heights,7,5,2006,2006,4,3,2,0,2,4,6,10,2006
1838,192140,RL,21930,Gilbert,5,5,2005,2005,4,3,2,1,4,3,7,7,2006
1509,183200,RL,7861,Gilbert,6,5,2002,2003,4,3,2,1,3,4,7,6,2006
1414,178000,RL,9056,Gilbert,8,5,2004,2004,4,3,2,1,3,4,6,10,2006
1598,201490,RL,9171,Gilbert,7,5,2004,2005,4,3,2,1,3,4,7,7,2006
1936,230500,RL,11194,Gilbert,8,5,2000,2000,4,3,2,1,3,4,7,11,2006
1509,180000,RL,7875,Gilbert,7,5,2003,2003,4,3,2,1,3,4,8,7,2006
1664,172400,RL,8121,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,1,2006
1889,215000,RL,8658,Gilbert,6,5,2000,2000,3,3,2,1,3,3,9,4,2006
1886,199900,RL,11214,Gilbert,7,5,1998,1999,4,3,2,1,4,4,10,7,2006
1671,173000,RL,10852,Gilbert,6,5,2000,2000,3,3,2,1,3,3,7,2,2006
2322,287602,RL,12104,Gilbert,7,5,2006,2006,4,3,3,1,4,4,8,8,2006
2291,230000,RL,8738,Gilbert,7,5,1999,1999,4,3,2,1,4,4,8,2,2006
2392,348000,RL,9452,Northridge,8,5,1997,1998,4,3,2,1,3,4,7,6,2006
1976,286000,RL,9660,Northridge,8,5,1998,1998,4,3,2,1,3,4,7,2,2006
2234,300000,RL,9545,Northridge,8,5,2000,2000,4,3,2,1,3,4,7,6,2006
3627,625000,RL,35760,Northridge,10,5,1995,1996,4,4,3,1,4,4,10,7,2006
2855,405000,RL,9233,Northridge,9,5,2000,2000,4,3,2,1,4,5,9,3,2006
1924,280000,RL,12011,Northridge,8,5,1998,1998,4,3,2,1,3,4,7,6,2006
2263,258000,RL,12090,Northridge,8,5,1998,1998,4,3,2,1,4,4,10,7,2006
2726,350000,RL,10019,Northridge,8,5,1995,1995,4,3,2,1,4,4,9,6,2006
3500,584500,RL,17242,Northridge,9,5,1993,1994,4,4,3,1,4,5,11,5,2006
2494,321000,RL,10236,Northridge,8,5,1994,1995,4,3,2,1,4,4,9,6,2006
2526,290000,RL,10120,Northridge,8,5,1994,1994,4,3,2,1,4,4,8,12,2006
2799,315000,RL,12585,Northridge,8,5,1993,1993,4,3,2,1,3,4,8,10,2006
1964,252000,RL,12447,Somerset,8,5,2005,2006,4,3,2,1,3,4,8,1,2006
1670,336820,RL,15218,Somerset,8,5,2006,2006,4,3,2,1,2,4,6,9,2006
2097,423000,RL,20896,Somerset,8,5,2005,2006,4,3,1,1,1,5,8,1,2006
1660,290000,RL,10182,Somerset,8,5,2006,2006,4,3,2,0,3,4,8,5,2006
1616,232000,RL,8688,Somerset,7,5,2005,2005,4,3,2,0,3,4,7,4,2006
1504,199000,RL,10936,Somerset,8,5,2006,2006,4,3,2,0,3,4,7,9,2006
1142,139500,RL,7733,Sawyer West,6,5,2005,2005,3,3,1,1,3,4,5,1,2006
1400,186800,RL,11024,Sawyer West,7,5,2005,2006,4,3,2,0,3,4,6,10,2006
1131,132000,RL,13072,Sawyer West,6,5,2005,2006,3,3,1,1,3,4,6,3,2006
1141,142500,RL,13072,Sawyer West,6,5,2005,2005,4,3,1,1,3,3,6,3,2006
1158,158000,RL,13072,Sawyer West,6,5,2004,2004,3,3,1,1,3,4,5,5,2006
1686,184000,RL,7800,Sawyer West,7,5,2005,2005,4,3,2,1,3,4,8,4,2006
1585,184900,RL,7632,Sawyer West,7,5,2005,2005,4,3,2,1,3,4,7,3,2006
1837,187000,RL,8304,Sawyer West,6,5,1997,1998,3,3,2,1,3,3,7,7,2006
1603,175900,RL,7153,Sawyer West,6,5,1992,1992,4,4,2,1,3,4,7,7,2006
1731,248500,RL,9370,Sawyer West,6,5,1992,1993,4,3,2,1,3,4,7,10,2006
1398,172000,RL,7175,Sawyer West,6,5,1990,1991,4,3,2,0,2,4,5,7,2006
1217,151000,RL,7175,Sawyer West,6,5,1991,1991,4,3,2,0,2,4,5,6,2006
1320,150000,RL,9019,Sawyer West,6,5,1994,1994,3,3,2,1,3,4,6,7,2006
1056,107000,RH,8900,Sawyer West,4,4,1966,1966,3,3,1,0,2,3,5,11,2006
965,119900,RH,7800,Sawyer West,5,5,1965,1965,3,3,1,0,3,3,6,7,2006
988,129500,RL,9100,Sawyer,5,4,1962,1962,3,3,1,0,3,3,6,7,2006
1728,125000,RM,9100,Sawyer,5,5,1963,1963,3,3,2,0,6,3,10,11,2006
1654,119500,RM,8927,Sawyer,6,6,1977,1977,3,4,2,0,4,3,10,8,2006
1211,144000,RL,9240,Sawyer,5,6,1962,2002,3,3,1,0,2,3,6,3,2006
1212,151000,RL,8471,Sawyer,6,7,1977,1995,3,3,1,0,3,3,6,7,2006
984,126000,RL,9308,Sawyer,5,5,1965,1965,3,3,1,0,3,3,5,7,2006
909,116000,RL,8450,Sawyer,5,6,1968,1968,3,3,1,0,3,3,5,11,2006
925,133500,RL,8638,Sawyer,5,6,1963,1963,3,3,1,0,2,3,5,10,2006
1024,120875,RL,13052,Sawyer,5,6,1965,1965,3,3,1,1,3,3,5,1,2006
935,137000,RL,13526,Sawyer,5,6,1965,1965,3,3,1,0,3,3,5,11,2006
912,124000,RL,8020,Sawyer,5,6,1964,1964,3,3,1,0,3,3,6,4,2006
1236,135000,RL,6993,Sawyer,5,7,1961,1994,3,3,1,0,3,3,6,6,2006
941,129200,RL,8789,Sawyer,5,6,1967,1967,3,3,1,0,3,3,6,6,2006
2646,260000,RL,14330,Veenker,7,4,1974,1974,4,2,2,0,3,4,9,1,2006
2417,260000,RL,16059,Northridge,8,5,1991,1992,4,3,2,1,4,4,9,4,2006
2826,334000,RL,11025,Northridge,8,5,1992,1993,4,3,2,1,3,4,9,10,2006
2520,310000,RL,14541,Northridge,8,7,1993,1993,4,4,2,1,5,4,10,11,2006
2295,268000,RL,13346,Northridge,7,5,1992,2000,4,3,2,1,4,4,9,7,2006
1624,262000,RL,12461,Northridge,8,5,1994,1995,4,3,2,0,2,4,5,7,2006
1494,270000,RL,9549,Veenker,8,5,1995,1996,4,4,1,1,2,5,6,4,2006
1208,165000,RL,11250,Veenker,6,6,1977,1977,4,3,1,1,3,3,6,6,2006
1235,214000,RL,3760,Greens,8,5,1980,1980,4,3,1,0,1,3,4,5,2006
1036,188000,RL,3640,Greens,8,5,1980,1980,4,3,1,0,1,4,4,9,2006
1226,190000,RL,3874,Greens,8,5,1980,1980,4,3,1,0,1,4,4,7,2006
1226,170000,RL,3876,Greens,8,5,1978,1978,4,3,1,0,1,4,4,7,2006
1842,385000,RL,50271,Veenker,9,5,1981,1987,4,3,0,1,0,4,5,11,2006
1193,146500,RL,13110,Northwest Ames,5,6,1972,1972,3,3,2,0,2,3,6,7,2006
1920,170000,RL,10192,Northwest Ames,7,6,1968,1992,3,3,3,0,4,4,8,9,2006
2156,262500,RL,20781,Northwest Ames,7,7,1968,2003,3,3,2,0,3,3,9,6,2006
1416,179900,RL,11700,Northwest Ames,6,6,1968,1968,3,3,2,1,3,3,7,5,2006
2654,250000,RL,11029,Northwest Ames,6,7,1968,1984,3,3,2,1,4,4,9,8,2006
1790,165150,RL,10400,Northwest Ames,6,5,1972,1972,3,3,1,2,4,3,8,11,2006
1334,164500,RL,10140,Northwest Ames,7,6,1967,1967,3,3,2,0,3,3,7,4,2006
1164,140000,RL,9600,Northwest Ames,7,5,1969,1969,3,3,1,1,3,3,6,7,2006
980,135500,RL,9750,Northwest Ames,5,5,1967,1967,3,3,2,0,3,3,6,10,2006
1051,142000,RL,9600,Northwest Ames,5,5,1968,1968,3,3,1,0,3,3,6,7,2006
1770,155000,RL,8640,Northwest Ames,5,5,1968,1968,3,3,1,1,4,3,7,6,2006
976,157500,RL,9360,Northwest Ames,6,7,1968,2004,3,3,1,0,2,4,4,8,2006
1052,138500,RL,8400,Northwest Ames,5,5,1968,1968,3,3,1,1,3,3,5,11,2006
898,140000,RL,8400,Northwest Ames,5,6,1968,1968,3,3,1,0,3,3,6,8,2006
